Air Quality,CO,Humidity,NO2,PM10,PM2.5,Population_Density,Proximity_to_Industrial_Areas,SO2,Temperature
2,1.44,50.4,33.6,14.9,2.5,600,7.7,10.5,25.7
0,1.02,54.1,23.5,48.4,41.9,398,11.2,5.3,23.6
3,1.99,86.0,39.6,35.8,25.7,449,6.1,4.8,41.4
0,0.92,44.5,14.5,2.7,0.2,590,11.5,1.5,18.9
2,1.51,62.3,22.0,39.3,29.1,571,5.2,10.1,31.2
0,0.89,60.0,18.8,12.9,7.4,256,17.1,3.9,22.6
3,1.85,76.8,33.0,60.7,39.2,686,3.4,18.6,40.6
3,2.01,84.2,34.1,21.4,14.9,615,4.5,23.9,43.7
1,2.86,96.8,34.5,76.3,47.1,582,5.8,18.7,30.2
0,1.13,63.5,14.6,10.9,5.1,593,15.9,6.4,26.3
0,0.9,67.6,24.3,9.7,4.0,422,13.6,5.6,22.9
0,0.72,46.0,18.9,26.8,20.3,505,10.6,5.7,29.0
3,1.86,92.0,33.0,38.5,29.0,339,8.1,25.2,37.5
0,0.95,45.8,16.1,4.8,1.7,486,11.8,2.4,27.9
0,1.02,39.1,14.8,14.0,5.1,242,10.1,2.0,24.0
3,1.6,100.2,39.1,81.4,65.0,553,5.9,17.1,40.5
0,0.87,64.3,11.9,81.3,73.4,390,10.2,3.4,26.3
0,0.82,75.8,21.1,7.7,3.8,258,16.9,6.9,23.5
3,2.05,80.9,37.6,15.6,4.6,387,5.4,21.9,43.9
2,1.83,73.0,24.2,23.0,7.0,734,9.1,6.6,33.3
0,0.88,51.6,12.3,7.0,3.3,349,12.0,5.8,22.9
2,1.41,61.2,24.6,19.0,8.9,553,5.1,12.6,34.2
3,1.72,93.2,35.6,19.3,8.0,473,4.2,25.8,29.1
0,1.19,69.5,28.8,9.0,4.2,232,10.1,5.6,25.0
2,1.83,82.6,20.8,38.6,34.2,477,10.4,7.6,31.6
0,0.91,48.1,24.8,41.4,36.2,554,10.9,3.3,29.9
0,1.03,69.7,18.0,17.6,13.1,245,11.5,2.6,26.0
1,2.63,87.5,43.5,21.3,1.1,514,4.0,1.8,36.0
0,0.96,47.6,21.5,32.4,24.3,428,10.8,7.5,21.8
2,1.68,52.3,25.6,31.6,22.6,508,6.5,7.0,29.3
3,1.83,87.4,39.0,66.7,46.9,680,3.3,9.2,40.5
3,1.76,61.2,21.1,56.1,44.2,465,9.8,5.7,37.0
2,1.62,58.8,25.0,10.3,0.3,622,9.9,9.9,25.8
3,2.22,86.9,37.1,22.1,4.5,556,5.1,11.0,26.3
0,0.84,42.1,25.6,9.4,1.2,485,11.9,8.5,22.4
0,1.1,54.3,21.2,23.2,17.3,213,13.0,6.8,28.8
2,1.4,76.5,21.9,8.3,3.5,345,5.1,10.8,33.9
0,1.03,76.5,22.2,21.6,17.5,461,11.3,10.5,21.6
2,1.37,82.6,27.4,14.6,2.0,339,5.9,3.7,28.4
0,1.09,44.8,23.1,8.3,1.8,398,15.9,3.6,26.6
0,0.93,60.7,26.2,33.8,28.9,411,11.9,3.6,26.8
3,2.09,93.0,33.9,44.3,24.2,732,5.3,12.6,41.2
2,1.64,64.1,22.8,36.6,28.1,634,6.9,13.4,31.2
0,1.03,58.7,21.9,19.2,15.9,301,10.3,6.3,25.7
1,2.69,80.6,30.8,23.9,0.4,656,3.4,9.5,29.0
2,1.84,72.3,28.2,14.2,3.4,422,6.9,8.5,30.2
3,1.94,59.7,23.1,60.1,51.4,484,3.9,16.7,39.7
2,1.31,59.2,26.1,44.9,35.9,650,8.3,16.4,27.9
0,0.96,57.0,23.9,11.4,5.6,370,11.3,4.4,28.4
0,1.07,81.7,26.1,4.0,0.4,520,11.3,3.9,27.3
3,1.96,80.4,48.4,30.2,6.7,747,5.2,14.5,35.0
0,1.17,45.5,26.9,17.6,11.1,410,14.5,3.5,23.0
2,1.3,77.9,32.8,33.3,20.9,580,7.5,9.9,27.3
0,1.0,78.6,19.4,6.3,1.8,202,13.0,5.1,27.0
3,2.26,99.2,34.7,34.1,13.1,742,4.5,21.0,36.3
3,1.48,83.6,18.4,19.4,7.4,707,9.1,14.7,36.6
3,1.95,59.6,41.4,35.6,30.8,617,3.7,10.7,36.3
0,0.98,58.3,16.9,21.8,18.1,219,16.0,5.3,29.2
0,0.82,49.9,18.7,5.9,0.0,556,10.4,9.7,26.1
0,0.91,71.5,20.3,19.0,12.0,473,13.0,3.0,24.4
0,1.07,69.3,16.0,7.7,2.0,501,11.1,5.0,27.1
0,0.95,68.2,20.6,11.3,2.7,530,10.8,6.1,22.5
0,0.83,42.4,18.2,24.7,19.6,316,11.9,7.0,20.9
3,1.95,70.3,21.8,38.8,19.9,707,6.3,6.3,31.5
3,1.99,91.0,20.7,17.2,13.1,597,5.4,15.1,35.5
0,1.13,72.7,16.8,16.5,9.9,589,11.6,7.2,27.8
3,2.41,71.7,30.6,54.6,44.0,595,3.4,25.9,34.4
2,1.47,49.7,26.5,51.6,41.2,622,6.9,10.4,29.4
0,0.78,78.9,12.5,8.6,5.2,403,11.0,6.6,30.3
0,1.03,44.1,20.0,11.5,7.5,458,13.3,6.4,22.0
2,1.55,51.0,26.9,16.8,7.0,436,11.6,4.6,27.4
2,1.43,76.9,31.4,25.2,7.5,342,5.0,14.4,34.9
2,1.5,58.2,23.1,24.6,10.2,345,6.0,9.0,26.3
2,1.39,72.0,29.4,11.4,3.6,737,6.5,10.2,35.2
3,2.17,76.8,29.1,21.3,10.1,464,6.8,18.0,24.4
0,0.89,57.3,17.7,9.2,6.1,600,10.2,4.7,29.0
1,2.33,68.8,22.7,59.4,35.1,816,2.6,10.3,34.7
0,1.06,64.4,21.5,22.5,14.2,389,12.2,8.1,22.7
2,1.49,69.8,16.3,32.0,20.4,643,8.0,9.7,31.4
3,1.76,65.2,33.0,14.3,3.4,526,3.9,15.2,38.8
2,1.58,60.8,28.5,25.0,9.6,386,12.1,5.9,29.5
3,2.27,63.2,32.6,49.7,37.1,590,7.2,26.1,38.2
0,1.16,68.8,20.9,8.6,0.8,235,10.5,2.4,24.0
1,1.8,99.9,28.8,26.1,0.8,755,4.8,17.1,49.5
0,1.24,77.7,18.2,39.8,34.1,380,10.4,2.6,25.6
0,0.92,49.7,20.4,27.1,18.4,565,10.5,6.0,22.7
2,1.53,63.6,32.0,21.1,12.3,542,7.4,5.1,29.1
2,1.31,72.4,28.1,57.3,49.3,373,6.6,5.2,31.7
3,2.1,60.0,26.8,38.5,28.4,391,3.7,14.4,34.0
1,2.68,79.5,44.0,85.9,60.5,689,7.5,21.9,19.5
3,1.91,66.6,36.3,49.5,27.1,426,5.3,15.9,35.9
0,0.97,45.8,22.0,33.0,26.6,451,10.8,7.3,17.4
3,2.37,80.8,32.1,18.6,10.6,763,6.4,18.4,34.5
0,0.89,56.3,13.9,5.5,2.0,510,12.2,4.1,24.7
0,1.02,79.4,26.9,14.5,9.7,322,10.3,7.5,26.2
0,1.11,62.7,19.5,25.8,19.4,458,10.4,5.8,20.8
0,0.9,74.5,10.5,8.1,1.0,278,10.5,1.5,20.9
0,0.91,63.8,17.6,9.7,2.8,578,16.5,6.2,28.4
3,2.23,90.9,35.8,48.4,36.7,519,11.8,17.5,35.5
0,1.1,52.8,14.0,12.0,7.7,320,10.6,7.8,20.5
0,0.93,56.2,25.4,12.7,6.8,389,12.5,4.0,22.1
0,1.04,40.0,15.1,6.1,2.3,481,15.8,6.4,21.2
0,1.08,43.6,15.4,11.0,2.8,574,11.2,8.7,26.1
3,2.21,103.6,24.1,40.4,17.5,521,7.3,-6.2,30.4
1,2.27,83.5,30.5,26.3,11.1,698,3.7,14.6,25.5
1,2.02,87.6,35.4,27.1,1.9,769,4.6,20.4,29.4
0,1.02,72.9,13.4,25.6,20.9,544,10.9,6.3,22.0
0,1.09,76.7,25.5,23.8,16.8,376,11.7,4.1,28.8
2,1.66,67.3,20.8,19.3,10.2,419,6.4,9.9,26.2
2,1.48,70.6,31.1,18.1,4.7,609,5.1,9.3,23.8
1,2.48,84.1,38.9,73.0,39.5,530,4.0,12.9,44.0
1,2.94,100.5,29.6,37.5,21.8,774,6.1,6.6,32.8
0,0.94,47.1,19.4,31.7,27.7,493,10.6,4.5,24.2
0,1.0,71.1,17.9,11.3,7.3,283,13.4,4.8,25.1
2,1.4,73.7,27.5,28.4,13.8,293,7.3,16.4,27.3
2,1.7,88.5,34.0,26.4,15.1,577,5.5,8.4,34.8
0,0.95,52.4,27.7,30.9,24.4,436,10.7,6.5,32.3
0,0.99,48.7,25.1,7.0,3.6,247,11.2,1.1,21.9
0,1.14,39.9,28.4,6.8,2.0,347,10.2,7.6,19.7
2,2.03,70.2,26.2,27.6,16.7,442,6.4,8.6,25.9
2,1.08,66.6,23.5,19.7,8.3,382,5.6,13.2,32.2
3,2.3,72.0,33.9,33.5,9.7,475,4.4,13.2,34.7
0,0.97,51.8,22.3,7.9,1.3,296,12.8,5.0,26.7
2,1.62,89.3,29.2,17.3,9.3,422,7.0,14.7,36.8
0,1.01,70.8,19.0,12.7,6.5,263,12.2,2.6,26.2
1,1.97,73.7,41.4,32.4,9.6,782,10.0,25.5,36.2
0,1.03,47.9,26.0,6.7,2.7,228,11.1,8.3,28.1
0,0.93,56.2,13.5,29.6,24.6,364,11.5,4.3,24.5
0,1.1,46.5,27.8,8.1,0.6,534,14.2,3.9,25.6
3,2.12,97.6,23.1,19.6,6.1,596,6.4,19.6,34.7
0,0.87,57.3,26.1,14.8,8.7,521,10.2,4.1,30.5
0,1.04,55.1,16.6,11.8,6.0,421,10.8,6.6,23.5
2,1.45,83.0,27.0,15.1,10.2,454,5.0,12.7,32.3
3,2.42,107.5,27.7,52.1,33.5,592,3.4,17.6,29.9
0,1.04,56.8,26.6,8.9,5.2,593,10.8,8.6,28.0
2,1.38,90.6,31.4,30.3,24.2,303,6.8,9.4,29.0
3,2.13,90.6,23.6,67.5,55.4,467,3.8,16.3,39.0
2,1.45,85.7,24.1,26.3,19.7,483,8.2,9.9,35.1
0,1.09,68.0,25.5,10.6,5.5,471,12.0,2.0,23.4
3,2.12,77.0,19.8,26.5,10.7,633,5.2,21.3,34.7
0,1.02,47.4,24.7,16.5,10.1,555,11.0,2.7,17.0
2,1.62,56.0,32.7,27.1,23.4,452,5.8,11.5,35.0
0,1.1,50.6,21.6,4.6,1.0,388,10.1,6.2,25.1
0,0.97,66.1,18.9,9.5,5.6,560,11.8,3.6,28.4
0,0.88,40.2,14.9,5.8,3.8,341,10.1,1.3,26.6
2,1.4,78.6,21.3,6.7,4.1,543,10.1,9.1,25.4
0,1.1,56.7,14.5,6.0,0.7,275,12.9,5.9,27.9
3,2.08,86.4,36.9,28.0,9.2,728,7.1,9.0,34.9
3,2.06,92.1,34.5,12.8,2.9,562,6.8,12.0,42.6
1,2.32,90.4,30.3,85.6,67.5,485,3.9,16.1,40.6
3,2.06,86.2,31.1,12.2,0.4,618,3.7,3.2,33.8
0,0.91,70.3,14.0,5.4,0.7,374,11.1,10.0,25.7
0,0.77,78.4,21.9,33.2,26.9,249,11.3,5.0,28.1
0,0.88,41.9,17.9,6.5,2.4,500,10.1,6.8,24.2
3,2.35,81.1,38.8,21.3,7.3,693,6.3,22.0,33.8
2,1.4,73.3,23.0,19.0,4.7,668,5.5,8.4,23.7
0,1.02,78.0,20.0,5.7,1.5,279,11.0,4.7,31.0
0,1.11,62.0,15.0,20.1,13.7,475,13.6,5.5,19.4
1,2.63,74.5,39.0,35.7,14.0,540,6.2,13.8,48.8
3,2.2,66.9,32.4,60.3,47.1,426,3.4,14.0,27.6
0,0.94,46.1,16.9,10.4,3.2,242,11.9,4.1,24.9
0,0.83,48.9,17.5,7.0,1.8,366,15.2,4.1,25.0
0,1.03,70.5,19.1,4.1,1.1,584,10.3,7.1,24.0
0,0.94,48.2,17.1,16.5,15.7,344,11.1,5.3,26.1
2,1.63,54.9,20.1,18.9,13.2,385,5.3,11.0,34.8
3,1.92,65.7,32.5,41.9,26.8,571,5.6,21.7,35.1
0,0.96,68.2,13.9,23.5,20.4,486,10.3,3.2,25.5
0,0.95,44.8,23.9,29.1,21.1,491,17.8,6.7,24.5
1,2.8,78.5,39.6,21.6,1.7,641,3.4,25.9,40.9
0,0.93,78.6,13.5,25.8,19.2,468,11.7,3.1,24.5
0,1.07,73.7,13.1,1.9,1.5,455,10.6,3.5,29.3
0,1.14,69.6,12.0,26.1,17.5,531,13.7,4.8,29.5
2,1.6,63.8,20.9,21.9,4.6,605,7.7,14.5,32.6
3,2.19,69.0,36.2,27.6,7.3,428,7.1,4.2,39.4
0,1.15,59.9,22.6,5.4,1.0,509,18.4,5.0,25.0
3,2.52,93.9,38.8,44.6,32.7,564,3.4,16.7,31.9
0,0.93,45.2,24.0,11.4,6.2,212,12.5,3.6,28.6
2,1.78,79.9,33.0,17.6,6.8,545,6.3,18.3,33.5
1,2.27,80.9,39.5,53.0,20.4,613,3.2,26.8,38.1
3,2.06,77.5,24.2,55.4,39.0,707,8.0,7.4,28.4
0,1.08,62.6,15.1,9.1,1.1,531,12.4,8.7,26.3
0,0.94,77.2,17.8,17.7,12.4,330,14.7,6.2,24.4
0,1.05,57.9,22.6,9.9,7.3,227,10.1,3.8,29.9
0,0.99,61.9,26.6,6.1,0.9,449,11.9,3.9,23.2
1,2.66,93.1,37.1,39.7,12.4,820,3.5,24.6,49.0
0,1.09,80.0,23.8,18.3,12.1,189,12.8,2.5,22.9
2,1.37,88.5,19.3,35.8,23.4,737,6.9,6.5,30.3
0,0.81,68.6,25.7,26.0,18.1,351,10.2,5.7,25.8
3,1.58,94.5,39.8,31.9,12.3,424,4.4,20.2,34.7
2,1.26,75.2,25.4,15.5,8.8,580,8.7,7.3,28.8
3,2.43,88.6,27.2,71.0,48.6,693,5.2,21.2,39.5
0,0.99,61.9,11.2,28.6,21.7,542,13.4,0.2,25.3
0,0.94,51.8,18.1,4.5,2.7,277,10.2,4.9,26.1
2,1.48,81.5,29.1,10.9,1.7,337,11.5,11.0,35.1
0,0.96,39.5,23.1,9.2,0.3,243,10.5,8.1,26.0
2,1.35,84.3,27.7,23.0,7.5,315,7.5,7.9,17.8
1,2.18,98.3,32.1,43.8,28.0,680,3.2,14.9,45.6
3,1.91,72.7,45.6,73.6,60.7,446,3.8,7.6,33.1
2,1.13,65.9,25.1,23.8,11.6,427,7.3,11.2,33.9
0,0.89,55.4,18.5,13.2,7.3,214,17.1,3.3,25.3
0,1.09,60.7,15.8,6.9,2.9,506,12.4,3.0,23.6
3,2.02,90.0,37.6,27.5,9.0,644,4.6,17.1,35.8
3,2.08,74.0,42.6,24.9,3.1,406,4.4,10.6,37.1
3,2.52,77.9,37.0,16.2,1.4,430,5.6,11.2,29.7
0,0.87,72.9,26.3,14.9,14.1,201,14.8,6.4,17.6
0,1.16,44.4,18.2,11.6,1.7,407,14.3,3.4,20.3
0,0.98,44.4,14.4,5.7,1.4,284,10.1,2.3,29.3
3,2.02,88.7,29.9,25.7,13.5,739,4.8,6.7,36.3
2,1.55,73.5,33.5,21.9,14.2,582,6.0,3.3,33.0
2,1.58,76.2,24.5,54.3,48.1,451,7.5,4.6,26.8
0,1.08,59.8,20.3,12.6,8.6,470,10.1,5.5,21.5
2,1.56,52.6,26.9,27.8,23.6,416,6.6,4.3,31.1
2,1.46,72.0,22.7,19.7,14.4,372,6.4,10.7,30.1
2,1.7,64.7,25.1,18.5,3.5,399,7.2,15.9,37.5
2,1.39,49.2,28.2,61.1,50.9,425,8.4,6.6,30.3
3,1.63,93.0,40.3,45.3,30.7,600,4.2,12.5,41.4
0,1.08,57.2,14.8,14.7,7.5,319,14.0,2.6,25.7
0,1.18,68.0,25.2,4.7,2.6,580,11.3,8.5,24.1
0,0.92,71.3,18.2,17.4,13.6,319,10.4,8.2,26.1
0,0.95,61.8,26.9,10.4,7.6,517,10.1,4.4,29.2
2,1.53,55.5,24.0,46.8,43.3,640,5.8,8.7,29.2
2,1.22,83.6,26.1,37.3,23.7,420,7.4,8.2,27.8
2,1.64,69.9,21.4,46.0,31.7,739,9.6,17.2,26.5
0,1.03,74.5,15.3,25.7,23.1,239,10.2,5.8,26.4
3,1.73,98.7,35.1,36.7,20.9,578,5.1,16.0,33.3
2,1.31,75.4,33.6,20.8,8.9,626,5.5,4.1,27.8
2,1.42,52.5,30.0,13.9,4.3,333,5.0,12.6,21.5
0,0.98,64.6,14.2,5.1,0.6,189,10.3,3.4,26.3
0,0.93,47.8,19.6,40.9,37.0,557,14.2,6.1,24.8
2,1.73,49.4,24.9,32.0,19.5,426,5.8,7.2,25.3
2,1.78,43.7,25.7,12.7,3.3,432,5.4,5.8,18.9
2,1.57,90.8,29.3,20.3,12.6,630,6.9,8.3,38.8
3,1.88,95.2,34.8,30.1,11.5,803,5.4,18.6,40.1
0,0.96,51.6,21.9,9.7,7.1,247,10.2,2.7,21.7
2,1.79,61.9,27.5,54.6,41.1,464,5.6,3.4,22.9
2,1.62,50.1,22.5,41.3,22.7,660,8.6,15.1,32.0
0,0.96,65.2,13.9,33.3,26.3,278,11.0,2.5,21.7
2,1.62,86.8,23.6,74.6,62.8,564,5.1,13.1,29.3
0,0.94,41.1,18.7,28.1,24.8,379,10.3,3.4,23.0
3,2.04,70.2,25.2,43.5,28.5,421,5.4,17.5,29.4
0,0.98,73.9,26.4,16.0,8.1,352,11.0,5.1,24.7
3,2.4,94.5,41.7,42.2,16.6,421,8.1,18.5,33.9
3,2.17,67.6,40.0,29.0,18.4,598,4.1,12.3,26.5
0,1.11,71.8,14.4,33.4,26.3,534,10.3,8.5,30.5
3,1.88,87.1,42.7,32.2,17.6,511,7.6,19.2,30.9
0,1.08,58.4,21.4,7.3,1.6,438,12.3,4.0,23.3
2,1.46,76.8,15.9,39.5,25.4,354,5.5,11.1,28.1
1,2.72,109.1,36.6,21.9,7.8,563,4.0,27.1,47.1
0,0.95,48.5,17.4,8.0,4.9,371,13.8,3.9,30.5
2,1.3,83.7,30.8,20.4,12.1,516,7.6,7.6,24.9
2,1.56,76.0,19.3,12.5,3.8,317,5.8,6.5,31.6
0,1.05,59.4,18.1,7.0,3.9,526,10.3,7.7,26.3
2,1.44,76.0,32.2,10.1,3.3,389,9.3,9.5,31.5
0,1.13,42.1,14.0,7.3,1.7,258,10.3,8.2,24.2
3,2.64,86.5,44.1,43.0,31.4,455,3.6,10.9,36.5
0,1.11,44.0,22.3,10.2,3.6,484,10.2,7.5,29.6
3,1.84,63.9,35.0,10.6,6.2,471,5.2,15.7,33.4
0,1.01,78.0,17.3,8.2,2.0,477,10.0,6.3,25.9
2,1.74,61.8,23.2,52.3,41.4,499,5.3,2.3,26.4
2,1.46,80.3,27.8,49.4,28.6,609,5.6,15.3,33.1
0,1.08,49.2,20.1,12.6,5.4,351,14.5,4.1,21.4
0,0.95,47.9,18.4,9.8,4.4,319,11.0,4.3,23.6
0,1.02,49.5,16.7,30.3,26.5,217,11.4,5.6,30.6
0,1.06,56.6,16.5,10.9,3.9,583,11.1,4.0,25.0
0,0.99,44.7,21.2,22.8,18.5,470,16.0,9.6,18.0
0,1.16,73.6,22.1,13.4,10.8,450,10.4,3.7,24.8
2,1.3,80.5,24.0,7.1,3.8,553,6.6,9.4,42.9
0,0.98,56.4,11.7,12.0,2.5,340,11.6,3.2,24.2
2,1.34,68.5,31.0,13.4,2.3,620,5.9,12.8,33.0
0,1.12,69.6,14.5,13.5,8.1,313,10.3,7.5,25.5
3,1.66,69.4,34.9,3.7,3.0,632,6.6,17.7,35.1
2,1.44,59.4,31.3,21.8,7.2,363,16.2,8.6,32.6
2,1.54,65.3,33.5,17.2,5.7,295,5.6,17.0,29.2
2,1.19,76.9,24.2,15.5,9.2,299,6.5,9.9,26.1
0,1.24,69.6,25.6,18.1,12.6,521,10.2,6.1,23.0
0,0.9,45.9,24.2,3.2,4.5,214,11.1,6.3,20.4
1,2.88,99.7,33.4,4.2,1.9,710,4.9,6.3,44.4
2,1.41,71.3,14.5,4.4,0.5,318,5.1,16.1,40.0
2,1.77,81.0,31.2,9.9,1.1,572,5.9,12.3,25.5
0,0.83,63.8,20.9,7.5,2.4,317,10.6,6.8,28.2
2,1.47,47.3,20.1,46.2,37.9,419,10.3,3.9,32.9
2,1.44,73.1,23.1,12.9,4.7,682,5.9,12.2,29.8
2,1.36,53.0,27.8,30.5,18.0,488,5.1,8.6,29.7
2,1.56,80.6,28.7,22.0,13.9,483,7.5,13.3,36.2
0,1.02,51.8,24.5,20.7,13.9,582,10.5,4.8,24.2
2,1.43,91.2,25.1,29.0,17.2,505,6.3,12.0,33.7
2,1.67,59.1,28.9,14.9,3.9,487,5.6,12.3,30.4
0,1.05,57.8,15.3,10.5,8.8,430,12.4,4.6,24.8
0,1.11,75.7,23.7,29.4,22.8,389,10.7,2.3,17.2
1,2.35,71.4,34.0,25.5,9.2,594,3.2,6.2,28.2
2,1.38,62.9,28.3,19.6,7.7,562,9.9,6.7,32.4
0,1.02,54.5,14.8,9.8,4.0,480,11.0,6.6,25.4
0,1.03,62.6,18.3,7.4,4.2,518,10.5,4.5,25.4
0,1.07,71.3,19.5,9.7,4.6,298,11.4,7.4,20.5
0,1.14,81.3,23.1,7.8,4.3,329,10.1,6.7,25.0
0,0.93,76.4,22.1,8.2,3.5,284,11.5,4.9,29.8
2,1.64,58.7,33.9,15.0,5.0,516,6.8,7.3,32.2
0,0.98,75.3,11.6,10.0,3.5,375,11.9,2.6,18.6
3,1.9,83.6,46.9,39.4,11.8,438,6.8,27.6,39.9
0,1.16,52.7,26.9,13.7,7.3,232,12.2,5.8,21.9
2,1.57,75.9,30.4,18.0,10.0,356,5.2,5.2,34.0
0,1.15,72.6,14.8,18.3,15.9,317,12.5,4.3,24.1
0,0.93,55.1,19.9,9.7,2.8,448,10.6,7.0,24.6
2,1.59,89.6,18.1,6.3,3.6,467,7.9,10.7,25.8
0,0.92,67.2,22.0,23.5,20.9,255,12.5,5.8,24.8
3,1.9,81.5,37.6,17.8,4.6,488,3.6,11.7,35.4
0,0.92,71.2,20.4,21.4,17.0,311,11.5,8.4,21.8
0,0.99,59.3,28.5,7.7,5.4,569,12.2,4.2,24.2
2,1.57,86.2,22.2,17.4,4.0,662,5.3,11.0,27.8
2,1.16,72.1,29.7,18.3,3.7,625,5.9,6.8,33.8
2,1.65,90.7,37.0,52.0,38.7,451,5.3,3.6,30.9
0,0.96,74.3,19.2,15.1,12.8,496,10.3,7.2,24.9
0,1.02,45.0,22.5,21.4,15.5,334,10.9,4.9,25.3
2,1.35,57.8,26.5,28.1,15.3,380,5.1,10.6,30.9
0,1.08,48.0,22.3,14.3,10.5,555,13.5,6.9,21.0
2,1.46,50.0,33.8,36.7,31.7,642,5.3,8.5,29.3
0,0.96,54.9,16.1,5.6,1.5,482,11.6,3.5,27.0
2,1.59,77.8,32.2,22.8,7.1,399,5.3,6.8,37.8
3,2.08,78.0,38.1,30.0,9.1,539,3.7,10.9,33.5
2,1.48,51.2,30.6,16.0,7.6,660,5.8,15.2,29.0
0,1.07,62.2,24.7,11.0,6.7,386,12.4,2.6,25.9
3,1.47,64.2,47.4,32.3,14.6,434,5.1,8.8,34.0
0,1.04,61.4,13.5,22.3,16.6,226,10.2,3.7,24.3
0,1.11,54.6,23.6,10.0,3.9,298,11.4,4.3,26.0
2,1.61,53.6,28.9,15.9,5.6,384,8.9,8.5,29.4
0,1.06,66.2,27.2,7.0,1.8,326,11.3,7.3,27.5
2,1.5,64.3,29.5,18.3,3.9,444,8.3,13.8,23.1
0,1.13,61.2,21.6,5.8,2.4,459,11.5,3.8,22.2
2,1.28,69.9,23.0,17.5,10.7,720,6.9,12.0,34.9
3,1.94,88.2,30.8,18.4,4.5,409,3.4,18.0,23.8
3,1.56,79.8,28.6,33.0,15.1,367,4.2,14.6,26.8
0,1.05,47.1,14.8,23.0,17.3,412,12.8,5.5,24.6
1,2.07,108.7,38.8,79.6,41.1,803,2.7,21.0,40.7
0,1.05,72.8,25.1,10.2,3.4,437,12.5,-0.2,26.0
0,1.03,53.1,19.3,9.9,4.0,292,10.1,6.0,22.1
0,1.01,41.0,23.7,18.9,12.9,264,12.2,4.2,27.4
3,1.63,59.9,34.5,23.5,17.0,446,8.7,23.5,28.8
3,1.84,69.9,46.1,59.1,46.0,649,3.6,6.6,36.6
2,1.1,85.0,34.2,21.5,5.4,687,7.5,9.5,33.7
0,1.08,47.4,17.7,6.6,1.4,427,13.2,6.6,20.5
2,1.33,60.8,21.1,21.9,12.6,596,5.5,7.1,30.8
3,1.73,60.0,27.6,30.6,10.1,762,3.7,8.9,36.8
0,1.09,74.3,19.9,7.1,6.0,483,10.8,4.2,25.4
3,1.87,84.6,29.8,1.9,4.3,723,4.0,3.9,32.9
0,1.02,63.0,25.0,5.2,1.7,583,11.4,4.9,27.1
0,1.06,69.0,19.5,2.8,0.5,491,11.8,6.9,28.1
2,1.38,63.6,27.6,44.6,26.7,444,6.5,6.8,26.0
0,0.97,60.5,24.6,18.9,10.0,459,10.1,3.7,26.3
2,1.61,53.2,26.3,24.5,8.1,363,5.4,11.2,32.8
1,2.52,98.3,50.4,67.4,36.1,494,2.9,2.1,33.3
3,1.58,103.1,34.3,39.9,31.8,402,4.9,7.3,32.2
2,1.93,73.3,26.7,16.2,0.4,543,5.9,7.7,23.2
2,1.56,76.0,25.3,48.8,30.7,721,7.3,3.3,30.5
3,2.38,82.0,36.7,79.4,58.6,793,5.7,12.1,30.9
0,0.87,68.7,11.9,7.0,0.5,547,13.9,7.5,29.9
0,1.03,48.7,20.3,18.5,12.1,499,10.0,6.4,28.9
3,2.02,96.7,34.0,47.9,30.7,584,3.4,15.8,41.5
3,2.39,66.7,26.6,54.0,49.1,758,5.3,16.7,38.9
3,2.08,85.3,39.9,24.6,10.8,638,15.5,9.7,24.7
2,1.59,67.9,28.7,41.8,37.7,477,5.1,3.5,25.0
3,1.57,64.0,35.0,10.3,9.3,708,5.6,4.9,30.4
0,1.02,51.5,15.1,30.9,27.7,360,12.0,6.7,25.7
3,1.87,97.3,28.5,20.8,11.0,795,3.9,20.7,36.0
0,0.96,45.3,18.3,14.0,5.8,411,12.2,2.8,26.3
0,0.86,45.0,20.4,5.9,1.8,311,10.5,5.7,17.4
2,1.34,43.9,31.1,76.1,64.7,488,5.1,7.7,36.0
2,1.22,80.4,24.5,12.4,5.4,639,5.3,12.9,30.7
0,0.86,69.8,17.5,42.3,37.4,494,16.5,3.2,20.4
3,1.88,91.3,19.7,26.5,0.3,661,3.3,27.9,32.2
0,0.98,77.8,15.5,9.1,4.0,273,11.5,8.4,21.8
2,1.48,89.5,28.4,15.6,9.4,505,6.0,9.4,34.3
2,1.49,76.4,24.0,10.3,0.0,347,5.9,11.0,32.2
3,2.62,92.4,36.5,19.5,1.0,494,9.0,22.6,20.4
0,0.92,76.8,24.4,13.6,5.8,544,11.3,4.5,27.7
2,1.78,82.5,29.0,24.2,8.3,349,5.6,9.4,27.9
0,0.98,54.2,15.3,21.1,15.8,427,10.0,5.2,26.1
0,1.19,72.6,13.3,8.0,2.7,327,10.0,5.3,27.3
0,1.01,67.3,24.6,17.7,10.3,488,15.8,2.6,23.7
0,0.77,60.1,11.5,9.4,3.7,313,10.2,6.5,25.1
0,0.94,57.1,22.8,6.9,1.0,535,12.0,5.6,23.1
2,1.47,90.8,29.4,27.0,12.5,477,11.0,9.8,34.4
2,1.29,67.2,18.8,86.5,86.2,354,5.1,9.9,27.4
0,0.97,61.3,22.3,5.2,1.7,548,10.8,4.8,24.5
3,1.98,88.7,39.0,65.4,50.1,696,5.1,16.6,25.3
3,2.12,66.1,33.8,19.2,2.5,472,5.5,27.7,45.9
2,1.57,71.8,28.8,56.7,47.7,702,7.6,18.0,36.7
1,2.79,72.5,37.6,41.5,13.6,870,2.6,24.4,43.2
